Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription;
 MX-F-720;;Imagen;1910-1930;Margarita  Xirgu;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_3.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;647 × 800 67,5 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMPRPjpGmJmpJ7TWdXGCj0l2VLuzkUJW5Qvn9FL?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-721;;Imagen;1910-1930;Margarita  Xirgu;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_4.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;635 × 80051,8 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipO8UeRL4l8bes2OumfOR9LU1Fs1YijTzPBwwi5x?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-722;;Imagen;1910-1930;Margarita  Xirgu;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_5.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;642 × 80059,2 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipPuHRnx1bQQXmLaTUIDln-qzbamu3_2m5X1f4bR?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-723;;Imagen;1910-1930;Margarita  Xirgu;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_6.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;800 × 64876,8 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipM7zRVcjddsJdDIHVobjvb6b8eeR0IND2263BGi?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-724;;Imagen;1910-1930;Margarita  Xirgu;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_7.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;614 × 80069,5 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipN9OGaPm_-hMAt2eXJU7HCtgIf0d-HClC_krnvn?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-725;;Imagen;1910-1930;Margarita  Xirgu;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_8.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;650 × 80074 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipNHwHOdPqCRin3LDQtzFQ5xyLzAisan5ZG16HC-?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-726;;Imagen;1910-1940;Actuacion;;Indeterminado;;Margarita xirgu;La reina joven Margarita Xirgu en fraces ‘’La jeune reine’’;El archivo original se llama: la_reina_joven_9.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;647 × 80067,4 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMeFNtb6jowkTnL5f7ZW-33Nj6iJg02uqiGl_8O?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-727;;Imagen;1910-1940;Actuacion;;Indeterminado;;Personaje;Personaje en plena actuacion;El archivo original se llama: nolla.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;303 × 64043,6 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipNxwaSHa7fUFcZ5ZNvk6Pn3egj5zJ1JfRMuVT0a?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-728;;Imagen;1910-1940;Actuacion;;Indeterminado;;Personaje;Personaje en plena actuacion;El archivo original se llama: parart.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;261 × 64028,7 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMAYVJoV3Er19MaMQ4YH_J3yCklRjPUKLPfhVIn?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-729;;Imagen;1910-1940;Actuacion;;Indeterminado;;Personaje;Personaje en plena actuacion;El archivo original se llama: parart13.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;185 × 64048,7 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipPlX6ZH5D7uof7SR3kVqoa-_skG6gz5178k2rzA?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-730;;Imagen;1969-2000;Delcaracion;;Indeterminado;;Articulo prensa;Articulo que trata sobre la repatriacion de los restos de Margarita xirgu;El archivo original se llama:prensa_11_77.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;145 × 80070,4 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMBmGcanpOZ1NZhiu84NjGsMwqHFUkCPLpFQ8zb?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Cataluña España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-731;;Imagen;1969;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama:prensa_16_5_69.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;507 × 800144,8 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipOiUl-KYA5t0WQVKbZWgG6IAAmp8xOVlagzFh2G?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-732;;Imagen;1970;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama:prensa_1970.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;470 × 800135,8 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipPoCxjGuwZx2Doua9h0gXAQ020AP6n0pSlwT9FK?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-733;;Imagen;1969;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama: prensa_22_5_69.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;613 × 800157,7 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipOpnSD9uMpgp7Nyjp8k_8QQq-ivp5J83d-NHCdy?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-734;;Imagen;1969;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama: prensa_6_5_69.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;442 × 800136,8 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipM86pTKxKQ5hfs2H8oGkVRevNQlxbjJSkzSMROi?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-735;;Imagen;1969;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama: prensa_6_69_a.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;585 × 800126,6 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMBA8Fm8BdBXriAhK-sTxFWfqzdk1AmCWmn9wgd?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-736;;Imagen;1969;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama: prensa_6_69_a2.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;300 × 80091,4 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipOptftmBjcTWU9OUDWRgm7UALe3XVghykIiiFCI?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-737;;Imagen;1969;Margarita  Xirgu;;Indeterminado;;Articulo prensa;Articulo de prensa sobre Margarita  Xirgu;El archivo original se llama: prensa_6_69_b.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;563 × 800144,3 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMrZSsxl-6WTPz0Vsk5J-LatOYXU5P6hLx1yOW6?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-738;;Imagen;1935-1936;Margarita  Xirgu;;Indeterminado;;Cartel;Cartel de publicidad para Bodas de Sangre;El archivo original se llama: principal_palace_35_36.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;800 × 579105,6 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipMhN5mXQgzVcy_UWJq6d8Ep7hrk6urq5Q0sZKMm?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-739;;Imagen;1935-1936;Margarita  Xirgu;;Indeterminado;;Cartel;Cartel de publicidad para diversas obras en las cuales participa Margarita Xirgu;El archivo original se llama: principal_palace_35_36_b.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;800 × 53477,7 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipPrcvwj5x2u1Lkt7rJ7GqFRkuTSb2E0nBMWJ2nh?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-740;;Imagen;1920-1940;Margarita  Xirgu;;Indeterminado;;Cartel;Cartel de publicidad para obras como Santa juana y La Dama Boba;El archivo original se llama: sta__juana_la_dama_boba.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;368 × 80076,1 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipOOamLHiqIFNq4BJBLocprh9CBiRercW3XjxReb?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-741;;Imagen;1910-1935;Margarita Xirgu;;Indeterminado;;Cartel;Cartel de publicidad para el teatro Cervantes de Granada;El archivo original se llama: teatro_cervantes_granada.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;800 × 49368,2 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipMeWf-jHFBz-Pg35_uYN3c5yqk-ap3Z4XmJBnLUD-C4DnIJRHYDTHEmQ10-AxzdxA/photo/AF1QipOfjPgVos8NShcu3lDznuKn2eJEvNFEfrntnUMb?key=dm84OVZVVzFlR1hYWGNPRGlFcV84cXcyTHVqQkRB;;Granada España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-742;;Imagen;1910-1930;Margarita Xirgu;;Indeterminado;;Cartel;Cartel sobre los diferentes personajes que participaron a la obra de Guimera;El archivo original se llama: drames guimerà.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;4961 × 3286 3,4 Mo;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipNiTWo-UUEvNmbiWCaCq1aMTShC4LrxSMsHubxrvl3eEj6f9mhzrZxYuLUmMx9Lyg/photo/AF1QipM4ITO8YTCGx8FYnAfXPpSTozd3yMYm0TaePm7N?key=dVIwYXFKMkhWdXo2VC1zY3EyZVpEYW85T2JmSnRB;;Cataluña España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-743;;Imagen;1910-1930;Margarita Xirgu;;Indeterminado;;Cartel;presentacion de los actores principales de la compañia Xirgu;El archivo original se llama: companyia xirgu.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;4793 × 3281 3,1 Mo;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipNiTWo-UUEvNmbiWCaCq1aMTShC4LrxSMsHubxrvl3eEj6f9mhzrZxYuLUmMx9Lyg/photo/AF1QipMubReqWtobd047gbQLd8309K6veU-jYz831isX?key=dVIwYXFKMkhWdXo2VC1zY3EyZVpEYW85T2JmSnRB;;Cataluña España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-744;;Imagen;1910-1940;Margarita Xirgu;;Indeterminado;;Cartel;Margarita Xirgu actuando en diversas obras;El archivo original se llama: margarida xirgu.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;2434 × 2968 1,6 Mo;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipNiTWo-UUEvNmbiWCaCq1aMTShC4LrxSMsHubxrvl3eEj6f9mhzrZxYuLUmMx9Lyg/photo/AF1QipOugJl8O94aYqE1ZfjGeJIyOsIjdY7xD3eZvLe_?key=dVIwYXFKMkhWdXo2VC1zY3EyZVpEYW85T2JmSnRB;;Cataluña España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-745;;Imagen;1910-1930;Margarita Xirgu;;Indeterminado;;Cartel;cartel que presenta los principales actores de la escena catalana;El archivo original se llama: la escena catalana 1911 09 30(1).jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;1231 × 1634753,3 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipNiTWo-UUEvNmbiWCaCq1aMTShC4LrxSMsHubxrvl3eEj6f9mhzrZxYuLUmMx9Lyg/photo/AF1QipNEpzNu8CU0hWUKC5l5AQGgNojHH510gX5ZhpW1?key=dVIwYXFKMkhWdXo2VC1zY3EyZVpEYW85T2JmSnRB;;Cataluña España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-746;;Imagen;1910-1940;Margarita Xirgu;;Indeterminado;;Articulo;Texto sobre la escena catalana;El archivo original se llama: la escena catalana 1911 05 13(1)[1].jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;1241 × 1754608,8 ko;;;;;Archivo Jpg;Digital;Mediocre;https://photos.google.com/share/AF1QipNiTWo-UUEvNmbiWCaCq1aMTShC4LrxSMsHubxrvl3eEj6f9mhzrZxYuLUmMx9Lyg/photo/AF1QipP8ePeHHCLQHEQi1l3aWlRWG6WvOJrHUbqJpJUd?key=dVIwYXFKMkhWdXo2VC1zY3EyZVpEYW85T2JmSnRB;;Cataluña España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-747;;Imagen;1950-1980;Familia de Margarita Xirgu;;Indeterminado;;Foto de su familia;Màrius Díaz, alcalde de Badalona y Miquel Xirgu sobrino y ahijado de la actriz Margarita Xirgu;El archivo original se llama: 1.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x458 35ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target0.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-748;;Imagen;1940-1970;Familia de Margarita Xirgu;;Indeterminado;;Foto de su familia;Foto de Estela Castro;El archivo original se llama:  2Jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x456 45ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target1.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-749;;Imagen;1950-1980;"Josep Benet y Rafael Alberti
";;Indeterminado;;"Foto de Josep Benet y Rafael Alberti
en";"Foto de Josep Benet y Rafael Alberti
en";El archivo original se llama: 09.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x453 45ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target2.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-750;;Imagen;1940-1980;Marius Díaz, alcalde de Badalona ,Rafael Alberti y  Estela Castro;;Indeterminado;;Marius Díaz, alcalde de Badalona ,Rafael Alberti y  Estela Castro;Marius Díaz, alcalde de Badalona ,Rafael Alberti y  Estela Castro;El archivo original se llama: 090.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x469 46 ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target3.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-751;;Imagen;1930-1980;Antonina Rodrigo,biògrafa de l'actriu,Rafael Alberti y Jaume Oliveras, conseller de cultura;;Indeterminado;;Antonina Rodrigo,biògrafa de l'actriu,Rafael Alberti y Jaume Oliveras, conseller de cultura;Antonina Rodrigo,biògrafa de l'actriu,Rafael Alberti y Jaume Oliveras, conseller de cultura;El archivo original se llama: 08 Jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x653 36ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target4.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-752;;Imagen;1930-1980;"""Retrato de señora con espejo"" Estela Castro";;Indeterminado;;"""Retrato de señora con espejo"" Estela Castro";"""Retrato de señora con espejo"" Estela Castro";El archivo original se llama:  080.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x469 46 ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target5.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
